,window_index,MAE,type
0,0,0.19914032518863678,Within- & Cross-Market
1,1,0.06684787571430206,Within- & Cross-Market
2,2,0.04343750327825546,Within- & Cross-Market
3,3,0.05543757230043411,Within- & Cross-Market
4,4,0.08450040221214294,Within- & Cross-Market
5,5,0.03997160494327545,Within- & Cross-Market
6,6,0.08278747648000717,Within- & Cross-Market
7,7,0.15624526143074036,Within- & Cross-Market
8,8,0.06712828576564789,Within- & Cross-Market
9,9,0.03762448579072952,Within- & Cross-Market
10,10,0.07243845611810684,Within- & Cross-Market
11,11,0.054971225559711456,Within- & Cross-Market
12,12,0.047248873859643936,Within- & Cross-Market
13,13,0.042294882237911224,Within- & Cross-Market
14,14,0.02917969785630703,Within- & Cross-Market
15,15,0.09459798783063889,Within- & Cross-Market
16,16,0.09647905081510544,Within- & Cross-Market
17,17,0.019615566357970238,Within- & Cross-Market
18,18,0.051599111407995224,Within- & Cross-Market
19,19,0.0490296371281147,Within- & Cross-Market
20,20,0.05016622319817543,Within- & Cross-Market
21,21,0.08401050418615341,Within- & Cross-Market
22,22,0.046804629266262054,Within- & Cross-Market
23,23,0.031169811263680458,Within- & Cross-Market
24,24,0.05319979041814804,Within- & Cross-Market
25,25,0.04143090918660164,Within- & Cross-Market
26,26,0.12457156181335449,Within- & Cross-Market
27,27,0.02277972549200058,Within- & Cross-Market
28,28,0.050783026963472366,Within- & Cross-Market
29,29,0.02927948720753193,Within- & Cross-Market
30,30,0.16312287747859955,Within- & Cross-Market
31,31,0.0446285642683506,Within- & Cross-Market
32,32,0.03921345993876457,Within- & Cross-Market
33,33,0.02606952004134655,Within- & Cross-Market
34,34,0.04741065949201584,Within- & Cross-Market
35,35,0.10885895043611526,Within- & Cross-Market
36,36,0.19188621640205383,Within- & Cross-Market
37,37,0.2397707998752594,Within- & Cross-Market
38,38,0.13760362565517426,Within- & Cross-Market
39,39,0.11110340803861618,Within- & Cross-Market
40,40,0.28135448694229126,Within- & Cross-Market
41,41,0.08862722665071487,Within- & Cross-Market
42,42,0.10283041000366211,Within- & Cross-Market
43,43,0.06173789128661156,Within- & Cross-Market
44,44,0.06867198646068573,Within- & Cross-Market
45,45,0.06584852933883667,Within- & Cross-Market
46,46,0.03920706361532211,Within- & Cross-Market
47,0,0.13927723467350006,Within-Market
48,1,0.0836184024810791,Within-Market
49,2,0.0367085225880146,Within-Market
50,3,0.0784803181886673,Within-Market
51,4,0.08668924868106842,Within-Market
52,5,0.11215633898973465,Within-Market
53,6,0.051538899540901184,Within-Market
54,7,0.08765356242656708,Within-Market
55,8,0.06944333761930466,Within-Market
56,9,0.06594113260507584,Within-Market
57,10,0.0489482507109642,Within-Market
58,11,0.07733360677957535,Within-Market
59,12,0.0554378442466259,Within-Market
60,13,0.05313657224178314,Within-Market
61,14,0.023937182500958443,Within-Market
62,15,0.052300337702035904,Within-Market
63,16,0.04196804389357567,Within-Market
64,17,0.07461018115282059,Within-Market
65,18,0.05343542993068695,Within-Market
66,19,0.0669722855091095,Within-Market
67,20,0.06607974320650101,Within-Market
68,21,0.07826563715934753,Within-Market
69,22,0.050953514873981476,Within-Market
70,23,0.05769134685397148,Within-Market
71,24,0.03412671759724617,Within-Market
72,25,0.04370215907692909,Within-Market
73,26,0.060993075370788574,Within-Market
74,27,0.03397529572248459,Within-Market
75,28,0.10262707620859146,Within-Market
76,29,0.04201967269182205,Within-Market
77,30,0.17494569718837738,Within-Market
78,31,0.07843977957963943,Within-Market
79,32,0.05267874896526337,Within-Market
80,33,0.057852912694215775,Within-Market
81,34,0.0491013303399086,Within-Market
82,35,0.13137035071849823,Within-Market
83,36,0.22006575763225555,Within-Market
84,37,0.24627240002155304,Within-Market
85,38,0.10949838906526566,Within-Market
86,39,0.12404666841030121,Within-Market
87,40,0.2517605721950531,Within-Market
88,41,0.07068636268377304,Within-Market
89,42,0.13858427107334137,Within-Market
90,43,0.10850416123867035,Within-Market
91,44,0.046215493232011795,Within-Market
92,45,0.059420228004455566,Within-Market
93,46,0.11636003106832504,Within-Market
