,USDBCH,USDDOGE,USDBTC,USDLTC,USDUSDT,USDETH,USDLINK,USDBNB,USDADA,USDBUSD,USDXRP,USDPKR,USDNOK,USDKRW,USDHUF,USDCHF,USDBRL,USDHKD,USDRUB,USDJPY,USDDKK,USDSGD,USDILS,USDSEK,USDCAD,USDZAR,USDMXN,USDINR,USDCZK,USDCNY,USDCLP,USDPLN,USDTRY,USDEUR,USDNZD,USDGBP,USDAUD
2009-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044039077152548955,0.0069336588267627786,0.0,0.0,0.012494238617544146,0.0,6.449324435520154e-05,0.006100418432541499,0.014285957247476944,0.010770680553802148,0.00032695766189594355,0.0,0.017946096828087565,0.0,0.0,0.009405988275739574,0.0,0.0,0.0,0.0,0.0,0.0,0.010490975417473708,0.007261340903737423,0.0,0.005902471314688851
2009-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018814680997056854,0.0,0.013614688132314257,0.0,0.0,0.0016799667957844155,0.0,0.0,0.024158037584129488,0.0,0.0,0.008653900160981554,0.0,0.0,0.0,0.0,0.00848832905835728,0.0,0.00019016551771366963,0.0,0.0,0.0,0.0,0.0,0.0006905600716383686,0.0
2009-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01134569503506766,0.0,0.013476662675821593,0.009007910607429975,0.0,0.0003095496077962778,0.0,0.009154088094213364,0.009946576722130729,0.006034387981935563,0.0028680707996724397,0.017512320955158867,0.011203702339253163,0.006492211888164068,0.006631684940958671,0.003214790793618416,0.018054923213828733,1.4626618983992756e-05,0.0,0.022814260680768417,0.00569464108621176,0.010334390886549416,0.008613992182750274,0.019531870917245897,0.005709451509905317
2009-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005279046950620092,0.009496254128228632,0.0007914001600157761,0.0,0.0,0.0,0.0,0.0,0.007344723418287735,0.0,0.0056081007758228,0.0,0.002662909714387318,0.0,0.0,0.0030090293516185085,0.009384115984337527,0.0,0.0,0.0,0.004841052848068683,0.00011829419780751138,0.0,0.000983574388333186,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964879014857778,0.010362107407234866,0.0,0.0049670394146990315,0.01636131795738982,0.0001805566307879758,0.004946884233227422,0.0,0.005064510727005311,0.00661095155159197,0.0,0.0017121007428535506,0.01687502908166169,0.019583854610071505,0.017800893539720253,0.013030786555784601,0.0018514760645853556,0.00049723596332929,0.0,0.0,0.005191139548021639,0.004882283892921724,0.01667036024952695,0.0,0.013968875285785498
2009-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012189998475906627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.848209718450903e-05,0.04229394146064269,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011349428255906346,0.04317462560906993,0.10649289686089869,0.0631984545874058,0.028914973470947763,0.04678596915369582,0.0007220961733200859,0.007368552112332338,0.09658260649337169,0.036715082938287846,0.030916793037246204,0.038926708475540694,0.11768281096337319,0.04913435764823651,0.048632583462714596,0.0531921614650539,0.06891039385896125,0.015699764367067548,0.00020466041062006113,0.0,0.068108406953715,0.059948591383703675,0.03679958997975974,0.035718082602079426,0.028542311300191803,0.021219722855991052
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006872879287762146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02014166781476945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018062651646388872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012514877421850201,0.01068121852458681,0.01882183324825437,0.0,0.014184634991956518,0.0,0.0,0.012076077426042442,0.0011461319306231843,0.013534509549475215,0.004970326399613756,0.0,0.009637570397680317,0.04197158510525863,0.0,0.0,0.01922526732130958,0.0,0.0002195791408639014,0.0,0.0,0.0,0.013517564963723583,0.006489931762123313,0.0,0.004133013585689821
